"1","9835","68","0"
"2","6415","35","0"
"3","9926","96","0"
"4","1631","32","0"
"5","3090","21","0"
"6","1701","67","0"
"7","6144","5","1"
"8","8104","22","1"
"9","2045","91","0"
"10","3706","60","1"
"11","5274","100","1"
"12","3885","38","0"
"13","3526","29","1"
"14","9598","89","0"
"15","7778","50","0"
"16","9529","49","1"
"17","7672","5","1"
"18","7229","84","1"
"19","1225","17","1"
"20","7878","17","1"
"21","1500","48","1"
"22","1183","47","1"
"23","8046","87","0"
"24","2962","49","1"
"25","1726","71","1"
"26","3179","84","0"
"27","7945","31","1"
"28","7094","60","1"
"29","4149","31","1"
"30","8688","16","1"
"31","8359","62","0"
"32","5672","83","1"
"33","6824","55","0"
"34","6651","71","1"
"35","7640","85","0"
"36","2311","90","0"
"37","9405","60","1"
"38","3896","76","1"
"39","7197","15","1"
"40","6904","46","1"
"41","1101","51","0"
"42","3966","51","1"
"43","5414","70","1"
"44","8285","53","1"
"45","920","13","0"
"46","6796","90","0"
"47","3025","53","1"
"48","699","70","1"
"49","8883","5","1"
"50","7044","77","0"
"51","3383","27","1"
"52","9114","61","0"
"53","8435","9","0"
"54","1422","17","1"
"55","9000","2","1"
"56","1917","77","0"
"57","2144","33","1"
"58","7367","78","1"
"59","6539","13","1"
"60","3143","89","1"
"61","9331","23","1"
"62","6419","75","1"
"63","1923","64","1"
"64","1274","63","1"
"65","3472","28","1"
"66","7834","67","0"
"67","169","36","1"
"68","4493","1","1"
"69","9286","48","1"
"70","9789","92","0"
"71","3907","93","0"
"72","6033","75","0"
"73","7236","78","1"
"74","3035","71","0"
"75","3204","24","1"
"76","5311","57","0"
"77","8472","13","0"
"78","9963","20","0"
"79","4099","21","0"
"80","9444","15","1"
"81","399","62","1"
"82","1888","5","0"
"83","843","99","1"
"84","6567","1","1"
"85","8371","47","1"
"86","1673","56","0"
"87","4342","60","0"
"88","8358","87","0"
"89","8142","63","1"
"90","6534","68","0"
"91","7179","26","1"
"92","6560","80","0"
"93","9510","49","1"
"94","7972","46","1"
"95","3246","44","1"
"96","1308","46","0"
"97","3487","17","0"
"98","8029","38","1"
"99","6460","53","0"
"100","7606","61","0"
"101","7118","83","0"
"102","1162","61","1"
"103","7340","75","0"
"104","6807","36","1"
"105","7366","35","1"
"106","5491","78","0"
"107","9933","3","0"
"108","1235","84","0"
"109","7036","97","0"
"110","6383","89","0"
"111","9624","95","1"
"112","6700","69","0"
"113","7361","29","1"
"114","4002","48","1"
"115","3892","98","0"
"116","90","97","0"
"117","9153","65","0"
"118","8754","65","0"
"119","480","38","0"
"120","4134","86","1"
"121","8197","93","0"
"122","5042","15","1"
"123","6995","83","0"
"124","4347","28","1"
"125","8526","17","1"
"126","2896","96","0"
"127","7951","75","0"
"128","4279","41","0"
"129","9280","98","1"
"130","2800","4","1"
"131","1016","5","0"
"132","9700","38","0"
"133","2425","26","1"
"134","2459","23","0"
"135","9946","52","1"
"136","2291","75","0"
"137","3542","51","1"
"138","7654","12","0"
"139","3269","39","0"
"140","2588","32","0"
"141","4405","42","1"
"142","39","59","1"
"143","4348","93","0"
"144","883","13","1"
"145","5604","65","0"
"146","2666","1","0"
"147","3541","28","1"
"148","6874","59","0"
"149","2381","12","1"
"150","907","58","1"
"151","7650","90","0"
"152","8424","4","1"
"153","8063","92","1"
"154","4347","12","1"
"155","9641","48","1"
"156","571","54","0"
"157","9464","40","0"
"158","1878","86","0"
"159","1991","72","1"
"160","7498","54","0"
"161","2330","3","0"
"162","7529","26","1"
"163","6262","65","0"
"164","9495","29","0"
"165","4609","44","0"
"166","5636","54","1"
"167","1086","38","1"
"168","3584","36","0"
"169","2805","31","0"
"170","6037","25","0"
"171","7421","87","0"
"172","6777","42","1"
"173","3796","28","0"
"174","4973","94","1"
"175","3734","74","0"
"176","9092","67","0"
"177","1967","59","1"
"178","7922","35","0"
"179","225","83","0"
"180","1548","41","0"
"181","9923","32","0"
"182","6598","4","0"
"183","9007","41","1"
"184","6533","43","1"
"185","3143","97","0"
"186","2846","44","1"
"187","8191","57","1"
"188","2846","28","1"
"189","7125","64","1"
"190","3730","83","0"
"191","5696","89","1"
"192","6806","75","0"
"193","7662","57","0"
"194","6328","24","0"
"195","1317","41","1"
"196","7202","87","1"
"197","1934","7","0"
"198","4366","96","0"
"199","9257","74","1"
"200","1298","21","0"
"201","2839","96","0"
"202","6441","81","0"
"203","6836","49","1"
"204","1331","52","0"
"205","7726","95","0"
"206","4337","67","1"
"207","1591","3","1"
"208","6825","33","1"
"209","1397","16","1"
"210","8340","19","1"
"211","2323","50","1"
"212","902","38","1"
"213","9848","95","1"
"214","3945","56","0"
"215","8351","51","1"
"216","7311","36","1"
"217","5481","10","0"
"218","7097","41","1"
"219","9282","29","1"
"220","5821","44","1"
"221","1222","18","0"
"222","5216","90","0"
"223","7932","81","0"
"224","9981","46","1"
"225","9254","91","1"
"226","5718","82","0"
"227","5937","36","0"
"228","9152","59","1"
"229","7034","94","1"
"230","505","25","1"
"231","2815","25","0"
"232","6995","71","1"
"233","2655","34","1"
"234","2088","82","0"
"235","4656","75","1"
"236","2774","29","1"
"237","9116","57","1"
"238","4642","74","1"
"239","8233","41","1"
"240","6669","8","1"
"241","8","32","0"
"242","654","94","1"
"243","7407","23","0"
"244","6857","57","1"
"245","5115","38","0"
"246","6587","51","1"
"247","8105","26","0"
"248","4410","83","0"
"249","2766","34","1"
"250","2373","45","1"
"251","3300","3","0"
"252","8898","80","0"
"253","4296","2","0"
"254","9628","47","0"
"255","3251","50","0"
"256","7497","97","1"
"257","9023","56","1"
"258","5069","73","0"
"259","7275","31","0"
"260","7675","9","0"
"261","6832","8","0"
"262","3387","51","0"
"263","9328","22","0"
"264","8667","14","1"
"265","5585","41","0"
"266","7489","73","1"
"267","6876","81","0"
"268","4180","97","0"
"269","8132","39","1"
"270","5519","99","0"
"271","8822","11","1"
"272","6255","87","0"
"273","8335","9","0"
"274","4752","24","0"
"275","2677","17","1"
"276","6957","5","1"
"277","8855","21","1"
"278","6448","36","0"
"279","2138","99","0"
"280","4004","42","1"
"281","7300","31","1"
"282","4964","1","1"
"283","8166","20","1"
"284","3207","17","1"
"285","1882","52","1"
"286","7757","8","1"
"287","9029","68","0"
"288","5452","14","0"
"289","6733","43","0"
"290","9781","20","1"
"291","1735","46","0"
"292","8708","32","1"
"293","6464","42","0"
"294","5620","12","1"
"295","9905","29","1"
"296","5848","3","0"
"297","218","91","0"
"298","1186","54","1"
"299","1306","32","1"
"300","3927","43","0"
"301","9737","71","0"
"302","7914","79","1"
"303","962","22","1"
"304","812","59","1"
"305","731","57","0"
"306","7213","41","0"
"307","120","58","1"
"308","8309","95","0"
"309","6566","36","1"
"310","91","87","1"
"311","7330","80","0"
"312","9972","58","1"
"313","1736","75","1"
"314","6694","19","1"
"315","7006","40","1"
"316","1747","62","0"
"317","268","73","0"
"318","3105","56","0"
"319","5479","83","1"
"320","9915","2","0"
"321","705","74","0"
"322","1910","51","0"
"323","6969","86","0"
"324","3430","25","0"
"325","8064","6","0"
"326","2034","34","1"
"327","4939","61","1"
"328","7262","94","1"
"329","2229","36","1"
"330","4191","29","0"
"331","6486","20","1"
"332","56","67","1"
"333","6741","27","0"
"334","8311","34","1"
"335","7503","58","1"
"336","2665","47","1"
"337","626","91","1"
"338","5927","46","0"
"339","5199","43","1"
"340","9942","52","0"
"341","582","66","0"
"342","7355","43","0"
"343","9153","26","1"
"344","7879","22","0"
"345","2930","97","0"
"346","3739","47","1"
"347","7729","6","1"
"348","3226","70","0"
"349","8752","82","0"
"350","4490","6","0"
"351","3096","4","1"
"352","9236","51","1"
"353","6589","8","1"
"354","7013","55","1"
"355","4037","43","1"
"356","5686","73","1"
"357","7013","53","0"
"358","7201","88","1"
"359","5119","80","0"
"360","4498","43","0"
"361","2080","83","0"
"362","1730","65","0"
"363","3585","41","1"
"364","8988","84","0"
"365","939","5","0"
"366","57","44","1"
"367","528","75","0"
"368","2118","87","0"
"369","8050","44","0"
"370","9407","77","1"
"371","1295","35","1"
"372","7410","65","0"
"373","1822","51","0"
"374","5552","100","1"
"375","7805","15","1"
"376","6492","12","0"
"377","1636","19","1"
"378","7617","91","1"
"379","8559","78","1"
"380","7357","72","0"
"381","1756","12","1"
"382","3315","87","1"
"383","120","51","1"
"384","6009","32","1"
"385","1695","83","1"
"386","5408","2","1"
"387","1704","17","1"
"388","6305","92","0"
"389","2002","99","1"
"390","9548","73","1"
"391","1402","48","1"
"392","4569","99","1"
"393","9466","3","1"
"394","9643","28","1"
"395","1001","27","1"
"396","7709","48","0"
"397","5629","32","0"
"398","8996","100","0"
"399","547","78","1"
"400","7086","84","1"
"401","5872","11","0"
"402","1125","12","1"
"403","24","39","1"
"404","7455","57","1"
"405","2595","37","0"
"406","9413","83","0"
"407","1302","39","0"
"408","8404","15","0"
"409","2013","47","1"
"410","4246","4","0"
"411","1663","79","1"
"412","8677","4","0"
"413","9417","51","1"
"414","3437","35","0"
"415","3448","2","0"
"416","6832","22","1"
"417","3707","75","0"
"418","9184","2","0"
"419","6245","64","1"
"420","9201","54","0"
"421","5287","49","0"
"422","4868","53","0"
"423","4736","96","1"
"424","5924","62","1"
"425","1921","75","1"
"426","1882","3","0"
"427","2410","35","0"
"428","1754","70","0"
"429","6971","66","0"
"430","2753","13","1"
"431","5209","99","0"
"432","4151","94","1"
"433","7983","5","1"
"434","1250","20","1"
"435","2794","91","0"
"436","6597","17","0"
"437","8135","65","1"
"438","7273","63","1"
"439","628","1","1"
"440","1007","65","1"
"441","531","77","1"
"442","5095","31","1"
"443","3952","80","0"
"444","6680","83","1"
"445","538","2","0"
"446","3627","44","0"
"447","4239","81","0"
"448","4311","25","1"
"449","317","42","0"
"450","4785","24","1"
"451","9129","12","0"
"452","7604","37","1"
"453","5957","48","1"
"454","1274","64","0"
"455","4569","14","0"
"456","5282","37","0"
"457","6128","62","0"
"458","7285","54","0"
"459","744","55","1"
"460","4987","30","0"
"461","5315","57","1"
"462","7011","69","0"
"463","3417","54","1"
"464","9026","93","1"
"465","2888","52","1"
"466","5837","96","1"
"467","3658","46","0"
"468","2806","59","1"
"469","289","66","0"
"470","7871","35","1"
"471","3680","96","1"
"472","2625","97","0"
"473","5669","4","0"
"474","565","31","1"
"475","3136","18","1"
"476","9068","91","1"
"477","6814","38","0"
"478","9418","35","0"
"479","3476","9","1"
"480","3081","99","0"
"481","4320","7","1"
"482","3762","20","1"
"483","1596","71","1"
"484","704","45","1"
"485","175","86","1"
"486","9835","79","0"
"487","3021","1","1"
"488","1476","33","0"
"489","9078","61","1"
"490","8579","73","0"
